id,name,category,risk_score
2b96baeb-4614-4519-9684-83a9e9dcd2af,"Moreno, Harper and Davis",Gas/Transport,0.1495940283976769
4cd7adc9-d91a-4b83-be17-f28b9f9dfe75,"Wilson, King and Rodriguez",Food/Dining,0.1907226363920952
3d4dd8a5-f9a0-4805-8ec6-d8be255ed246,Nguyen LLC,Travel,0.7094599975873267
92dc3eb1-afe8-4b05-be6c-6167c9a3a222,Payne and Sons,Grocery,0.10711785998304436
5e7c4f42-c428-43c3-88d2-15997b427398,Pena-Cox,Entertainment,0.21739690997271277
133f83f5-efea-455c-9caa-a691a8f2f926,Lee and Sons,Travel,0.5026682666979189
608c7064-95fa-42c8-9372-1e7f10e669b9,"Alexander, Nolan and Barnett",Grocery,0.06403735819212865
b718de4c-c59b-4bae-be15-eccd7a15d759,Rivera Ltd,Entertainment,0.2778445667368962
48c9234b-dbc2-4e97-a78e-15381b3774ce,Baker Group,Online/Retail,0.6944373489984245
ae8d6493-efe5-4043-b8be-0da6d5ff6b5d,Klein Inc,Gas/Transport,0.1996767983011417
f9a9dde2-3b89-4fe1-bded-e2245c952092,Mathews-Schaefer,Home/Utilities,0.05124255829121995
b352aa48-a5b9-4ed4-b342-81e07d9f1028,Allen Group,Home/Utilities,0.06700654558785858
02b8f53f-286c-477a-9c83-d2050fbd5210,Adams-Stewart,Online/Retail,0.6865159507122282
cff3b521-6a36-43fb-a731-f0fccdb1330c,Green LLC,Travel,0.7099550404081179
0cd41f2b-1846-477e-8121-244f22caeff5,"Jackson, Henderson and Bowen",Gas/Transport,0.11012186666528564
f1fb00f0-0ec9-4c11-8ded-f19733bd086d,"Campbell, Davis and King",Entertainment,0.4304240115499365
c2dea493-c764-4f58-b5cf-ee474605b527,"French, Coleman and Clarke",Food/Dining,0.15790063416775518
6e118840-d83c-4a32-93ad-97ecf5b0f7ff,"Horn, Foster and Taylor",Gas/Transport,0.10670443817521558
1a824342-14e1-4683-819f-619b7850e852,"Roberson, Leonard and Gallagher",Home/Utilities,0.06432021647020435
db47760f-33d4-4d91-86bd-0385e05509eb,Burke-Lopez,Entertainment,0.44131744641447723
fa9cf799-ffd8-41a6-ba06-515901746a04,Thomas-Gray,Home/Utilities,0.031546233808740415
bfeb2d30-b153-4771-9d55-712561fad936,Hunt-Perkins,Home/Utilities,0.03149193189099818
2c2fe33a-350d-4671-a31f-5c977d573f7d,Frank Inc,Grocery,0.11515263236466355
7275233c-351b-4fdc-902d-b6f54bcefaf2,Fields PLC,Grocery,0.0982224939733858
f9b5aae4-143d-4e58-80fd-6ab7b86108bd,"Cox, Clements and Knapp",Home/Utilities,0.0329303096137002
430c2151-c311-4a64-a159-d942f8a95da3,"Stewart, Young and Murray",Grocery,0.10724890130231013
ae9a26a2-3e20-4d16-a8ef-fa106c8c935d,"Mann, Cooper and Garcia",Grocery,0.04227441670816414
31f08fb9-92d8-4a54-b676-49e517221cb3,"Williams, Rodriguez and Collier",Health/Fitness,0.24208226896745638
7b26a3d5-0570-4341-9d08-29752a422771,"Carpenter, Shepherd and Watts",Health/Fitness,0.2161525795375881
73f03736-8de1-4e07-bfb9-88a4797ba185,Watson-Kerr,Travel,0.7970274786086298
a69fc5a3-cd18-454f-bdf6-4b6a0b39d933,Baker PLC,Grocery,0.11507847411740335
34c79431-4e3f-4d79-83e6-cbb093358272,"Powers, Bennett and Morris",Home/Utilities,0.09894821970937151
c549647b-feae-4230-b810-0b77bf7acd5c,Edwards-Powell,Travel,0.5593052293715627
67c95ea0-26e9-48eb-b7b4-6f70e381e556,Soto Inc,Food/Dining,0.14030405354054581
58bd877c-f874-4646-a2f5-baf0e895f487,Crawford Group,Travel,0.6578881159428034
9fae0eea-0d1b-44de-aa94-1215d9dcfbd6,Bernard Group,Home/Utilities,0.0789736320972244
18a1e3ef-5446-4751-ba65-93f7c544f02f,"Lewis, Horton and Murphy",Grocery,0.10769817164523295
6cd263b4-7cbb-4c4f-8a8e-2996bea353cf,"Scott, Bowman and Pittman",Travel,0.636023109180115
59338f4b-aec5-4832-9d94-3ede000bbd6b,Cunningham Ltd,Entertainment,0.24560016427334608
6cb6a068-3901-4c0d-958b-e8547ba41939,Griffith-Franklin,Travel,0.5839193483340868
b5322a49-ef45-4867-8e21-d991559946b5,"Randolph, Murphy and Cisneros",Grocery,0.03759152752081477
4e0adad6-975e-4bde-8a88-da2b3e0446be,Santiago and Sons,Grocery,0.12529564462138498
e96fa617-172b-46ae-9073-7db2e474acd7,Jenkins and Sons,Health/Fitness,0.4732879024214614
0a1989d4-ecf3-4db9-950c-7d371d2d8161,Pugh and Sons,Grocery,0.0708044082648038
ee4bf1c7-7ef7-4e76-8a17-a58ae7e45a75,"Davis, Glover and West",Gas/Transport,0.1362177807954136
0fc99f18-f4c7-4099-903a-596468f1f7ee,Martinez-Benson,Gas/Transport,0.11449351644427318
468c2c1f-0353-486a-b233-735c0cb078c3,Bailey-Martinez,Travel,0.5348669870144344
6c7671cf-e120-4cf8-bd15-9c3b365fbadd,"Taylor, Lynch and Holt",Health/Fitness,0.20421731284328626
8498aeba-5f64-4134-abe8-560da0a25344,Carpenter Group,Food/Dining,0.16184380961505068
f7d88c79-a7e1-4498-a94d-a4bae7318021,"Harper, Roy and Bowman",Home/Utilities,0.035549178686183854
94a68edc-9dbc-47f3-b637-c1eab3b28ec5,Smith LLC,Home/Utilities,0.04480110550236418
d248cedd-da6e-4d0f-bc70-388ba7698ed8,"Anderson, Gonzales and Kelly",Grocery,0.013135934145764784
b8a2bedf-e5ea-450c-aa62-13c60c2ee016,Jacobson-Rivera,Home/Utilities,0.0912247767042263
2e8a2f47-9575-408d-8f44-834a7c7d3300,"Jimenez, Smith and Thompson",Grocery,0.12429888112023577
89d40c2e-347b-4172-8c83-98071e99da13,Martinez-Ramirez,Health/Fitness,0.4751820596949489
6dae043f-426c-4965-814b-bbce3f8c60d5,"Wood, Johnson and Davis",Food/Dining,0.11628393769595208
282ca4fc-520d-4f6d-a992-ee6bfc5d8a9c,"Adams, Bennett and Smith",Grocery,0.11863679050245722
8f4a91cf-be76-47fd-a3a8-1b17d3887670,Burns Ltd,Entertainment,0.42850628918417966
6cbb733d-a89d-47f9-b113-e1371ba8b4c8,Mckenzie-Silva,Gas/Transport,0.19264672782251635
2beb29fc-35ca-4bbe-aa7b-eb66d36e61d7,Lang PLC,Online/Retail,0.7077961532407806
ce040bad-d10e-433c-ba93-d133fffcb1fa,Gonzalez LLC,Online/Retail,0.6212488690633378
16adec7e-0bbb-4168-996d-8e0e345fa2a5,Browning Ltd,Gas/Transport,0.18576871494216388
a60b8823-341f-4df1-bdfe-4ff40f1e175f,"Reyes, Turner and Reed",Gas/Transport,0.1939990391015174
8398510e-67ef-402c-9912-24e5249a86e0,Smith and Sons,Home/Utilities,0.08449584520310494
fdd8b48f-8cd1-4a73-823a-3402a0b41d51,Nguyen Group,Health/Fitness,0.32577972653505416
922299c1-bbf7-48af-a7c7-a5a66727acc5,"Taylor, Zamora and Smith",Online/Retail,0.7853614313320496
c356e3d5-a337-4820-9bd5-a2bca0ab44bd,"Peters, Rodriguez and Mason",Gas/Transport,0.13758566831021476
d62b2213-6f92-4515-8010-f6c3d3726621,Smith Group,Food/Dining,0.1387449261868402
d7b336ae-8515-4b8b-8d46-e8669f4ba721,Jones-Hodge,Food/Dining,0.10875802680047918
8692e33c-20e8-4e41-9801-7f8f1a7ea016,"Johnson, Payne and Garcia",Gas/Transport,0.15890289678160818
e9c66949-d871-4c0a-98f0-405ac41f707d,"Jackson, Hernandez and Martin",Health/Fitness,0.40993432791010626
70d50726-8092-424e-a144-f182cf6f38b4,"Dominguez, Reed and Hall",Gas/Transport,0.1351498486992707
245706d4-9a06-4c0c-b3c4-c00002527f83,Ewing PLC,Travel,0.5117540882914033
e382b53e-a606-4dcc-b389-07208350a716,"Crawford, Clark and Lewis",Health/Fitness,0.23251294757264285
d4ef439d-da82-468b-ab78-439c699d8617,"Lane, Johnson and Richards",Travel,0.6451188258858126
de2a7979-5277-4778-9aa2-90f15fc54fbf,Baker-Jones,Home/Utilities,0.08495068818403331
91ac2914-6dbf-4670-beb8-198d2812e79c,Guerrero-Stewart,Health/Fitness,0.4206911875669652
3fb1d3c7-ef14-407a-b546-9f302c443ec3,"Johnson, Payne and Martinez",Home/Utilities,0.08209048242556687
7fa6c282-c767-4090-bf1e-783c3f95f937,"Bartlett, Montes and Tate",Entertainment,0.34949308912542987
7ca399a7-0d3c-4e6e-be13-a4aba5ac28c4,"Cooper, Austin and Walter",Entertainment,0.23911619603637405
4e7ea0f6-542e-44be-b6ae-97185b07c699,"Mitchell, Carpenter and Ramirez",Health/Fitness,0.22680921435072576
f4265e4f-6db0-41f9-a527-c508330361d1,Carney and Sons,Gas/Transport,0.1493055712393858
6a9dd131-f825-4b60-8519-0db59bcdef59,Gaines Group,Online/Retail,0.7416303084156501
1477e32e-e48a-409d-b531-d8630f0a09d8,"Sanders, Blankenship and Shaw",Gas/Transport,0.1624879802278406
819437ea-b338-4d59-a1a3-fa7c541f08a1,"Nelson, Bryant and Booker",Home/Utilities,0.09053406822728384
60e68559-72e4-4110-a00d-6182072cd3cc,George-Ball,Travel,0.5893834871851392
f230029d-5f8e-483c-b052-d247155e3c3d,Garrett-Miranda,Home/Utilities,0.03852108626937992
889b0513-0ab3-472d-a252-f5d4bd0479f2,"Adams, Poole and Harrison",Entertainment,0.21183534232184217
08d7d765-e520-47d0-947f-f62a67b140ff,Moss PLC,Gas/Transport,0.1847103140093128
62d37ecb-0046-4441-9cec-836de301b390,Hatfield Inc,Grocery,0.06149741014738981
bb2032b5-4d3f-4d1b-8169-36af8a9f0544,Mendez-Bush,Food/Dining,0.1762050461099684
d4e8060b-e73d-4da6-8ac3-f30da6631563,"Brooks, Martin and Olson",Grocery,0.09268988525206143
85380ee6-d0f6-4303-8066-e133c5033ea1,Harris-Price,Gas/Transport,0.11627356388537163
4282da61-00b8-4218-a5c1-64a59f38a2db,Hobbs-Miller,Grocery,0.037130722128694955
9ee8be01-f80a-45e8-a42e-a1e055ef4acb,Colon-Murray,Health/Fitness,0.43597919827482967
17546eb3-89d9-491b-9f51-cd715e7c5c17,Mason Inc,Entertainment,0.3572776199060779
4118f914-c2fa-4fda-89eb-367842343a10,Meza LLC,Gas/Transport,0.15618976910110094
17c7c76f-b748-458d-a498-f2fa20b2a549,"Ho, Lloyd and Sanders",Health/Fitness,0.2611096838791226
d2857048-d942-4048-8c0e-b647d33ec9e3,Barton LLC,Travel,0.6198112310345026
81f67079-5d78-48a3-857e-12f46b865cf8,Martin Group,Entertainment,0.3217844179317405
f214eb6e-cab7-4030-93fd-214330ad3878,"Hurst, Rubio and Price",Gas/Transport,0.15314988040566963
195acd7d-d19b-4f74-93a2-d5df7bfb7e1e,"Lester, Warren and Villa",Travel,0.5852297509221887
d451312e-0e57-4ddd-9ef6-c4ab1011ed8d,"Carpenter, Huerta and Thomas",Food/Dining,0.19062570895722114
957b3459-9e65-4a6b-8ab7-61d7d6dd1156,Smith Ltd,Entertainment,0.49686799967727224
0a1df76c-fc0f-4549-b650-4f509e919541,Nguyen Inc,Entertainment,0.24565874580779878
37ebd70b-c449-4d1d-b870-ee209de16192,Cisneros-Jennings,Home/Utilities,0.0481666974220545
db00f79d-bedf-45f3-9399-add8114cd327,Wall Group,Online/Retail,0.8361638695307232
72513326-db7e-4462-ad1a-7ea283437842,Maldonado-Smith,Entertainment,0.47859542606403893
139497a3-c03d-4a27-8c92-6359f4b15c04,Riggs-Mcclure,Food/Dining,0.18134826122084086
85be86f4-6a87-466a-8370-41859c8f445a,"Ramirez, Miller and Wilson",Grocery,0.12661559766585626
d9386006-6c06-4440-bff3-f1ade2b4d691,"Williams, Gonzales and Walker",Travel,0.5306018246110424
3ff89338-5c86-48fe-9647-12191b7dbd1a,"Hodges, Johnson and Kim",Home/Utilities,0.08442876991219173
56d83e7f-f28e-4c25-9ac8-285c2785f156,"Hill, Harris and Austin",Home/Utilities,0.027625636056693062
5ec0f730-6765-4081-9256-fe61c73a33fd,Floyd-Wang,Health/Fitness,0.21204784962086845
587c16aa-d5d8-434a-b090-c94ab9badb84,"Noble, Lopez and Leach",Travel,0.5937365236031369
ee79282c-40a7-44e8-9c4b-d5e9af934fd3,Carney-Taylor,Home/Utilities,0.08805873693589732
eaf4c524-5143-4c25-8060-43b534145403,"Mack, Mathis and Higgins",Online/Retail,0.6045696877976896
c45785c9-22bd-4d04-977a-5e8064cd6851,"Robinson, Holland and Strickland",Grocery,0.0725853628645463
01dd9761-9df4-43da-aead-b02c3e8dc4c3,"Skinner, Anthony and Mejia",Health/Fitness,0.2203435758613238
6257ff20-a810-463b-bf18-2e96d2c708d0,Hayes Ltd,Online/Retail,0.6084569621682042
f1f17d4b-f88f-4ef3-8abe-e7bf4d89c111,Walker-Reilly,Entertainment,0.4662489311723841
b38b4fe4-4621-4e1f-9995-73dc2b63a415,"Ellison, Carney and Lambert",Health/Fitness,0.4605237202772899
fa9c7b72-9273-4bf3-90cb-45e9ac3e5133,Lowe LLC,Home/Utilities,0.07105145704751321
3d49ba0d-dccd-4dde-aa7d-2b801bf67d51,Payne-Green,Gas/Transport,0.11245979705262565
68729678-a883-4aea-81bf-f7ad65417c24,Diaz LLC,Grocery,0.13253048876460718
92a322e0-dc42-45a7-8398-fc6ddfd3b413,"Huff, Thomas and Smith",Food/Dining,0.1569996601994665
704da664-0a95-4395-80ce-ee0f58733845,"Martin, Gutierrez and Martin",Grocery,0.1327573833948247
f0151ee5-fa58-4c70-b0bb-81a6f7f8f68e,"Hutchinson, White and Russell",Grocery,0.054706212522109804
7086e731-39a1-4aff-8d48-773b43a1be92,"Williams, Jimenez and Carson",Health/Fitness,0.3397983301293375
ff706ecb-b168-4c52-b0e7-5033b4c78f01,Weiss-Lee,Gas/Transport,0.18277390642593527
3a9c2993-6640-49d3-a2c9-039b3f520e40,Stewart-Watson,Gas/Transport,0.182488994063773
bf20e52a-1b75-4107-86f6-ee4e18e36025,Anderson and Sons,Gas/Transport,0.19164051290093842
c403ac08-6060-4597-a1cf-dbc908ca4f98,Steele-Schultz,Home/Utilities,0.09077579281383195
977fb95c-07fd-4f56-9111-6173ecd95fc0,Campos-Brown,Grocery,0.13758104803459253
4f15bd0e-43a1-463e-aced-2aeb16b0a934,Hughes-Dominguez,Grocery,0.09300801604625153
a62096eb-d312-4e26-b5b6-3275033d34dc,Ellis PLC,Grocery,0.13017202987817222
d29eb94c-86f3-43af-86f9-6d5c8f135c55,Walker-Keith,Travel,0.6571056169706205
afc7a21a-a0d7-4b75-95ee-da66ea056d5b,Little-Graham,Entertainment,0.3949395123385693
1872b26d-45e9-4e5f-a9fa-edf7f3d1e935,"Ruiz, Mcknight and Perry",Travel,0.6188951125285579
0aadd4f2-fcd7-4bbd-a3f9-55daf8b364d9,"Campbell, George and Ayala",Food/Dining,0.14183623674271317
e9eb5076-cfc4-4ce9-9964-993dfa71f175,Gibson Ltd,Gas/Transport,0.11057035576897005
2d86aa54-e474-44d2-8b9e-a828b3aedc23,"Fisher, Bennett and Lawson",Grocery,0.11035988723994591
911b1eb3-5322-4bc8-8768-2d5cd4d171c2,Parks-Douglas,Home/Utilities,0.05915545731876044
678eb16e-2f98-4c02-becc-c7667cbc798c,Anthony-Vargas,Home/Utilities,0.03798122175787817
5da91338-3e95-4b1d-a4e8-27fd50536c61,"Perkins, Chung and Clarke",Gas/Transport,0.18622304371924847
a9c2f49d-878b-43e7-a7d4-326c4763145c,Bullock-Thompson,Home/Utilities,0.06156219329908567
0a4c1b71-5ddf-4aca-a4fd-d399a612f3e2,Peterson Inc,Food/Dining,0.13138335920190747
5a107459-f395-4bdd-984a-76a252ebdd44,"Young, Dean and Delacruz",Gas/Transport,0.16166917601986028
861f12cf-01cb-453f-b43b-06cac6848b09,"Rodriguez, Lewis and Sims",Home/Utilities,0.06911690438539372
54232209-ae16-4aaf-9977-cbccdc53ad2a,"Kent, Williams and Morris",Grocery,0.030533733119705204
964f1e5c-2db6-48e0-b080-bdaa25516444,Snyder and Sons,Travel,0.6189697498564684
8189fec4-8679-43ff-a5d5-8b2583d71f56,Wolfe-Simmons,Travel,0.7864220731902991
e89c68a6-477a-4072-ab51-2453094c67bb,Bates and Sons,Health/Fitness,0.4205893803090953
0307e876-44d4-4c12-8f6f-ce373cc07257,"Martin, Maynard and Wagner",Home/Utilities,0.06419310641862863
53959299-b5b7-4ecf-9fc7-63d8fb16a85a,Thomas PLC,Grocery,0.04517782334180387
29066198-5535-42ad-8f27-5b170a97e39e,"Jones, Washington and Hoffman",Gas/Transport,0.1753488835932892
3b89f561-06ea-49f0-8425-24378e0eaddf,"Allen, Case and Thompson",Gas/Transport,0.1241770071217028
9f15881e-9ae7-47c7-a66d-1246afc0726d,Nelson-Grant,Travel,0.5942094249916123
5164a8ee-a692-48c8-a6e4-14df096ad4bd,Woods-Lewis,Travel,0.6449728536908289
79bc5632-8143-4cd1-bde2-0293be9867db,Ray Ltd,Health/Fitness,0.30995154038479106
055b58a2-9ad6-429f-ad3c-8cb817d2ca12,Arnold-Calhoun,Online/Retail,0.818132687832561
15cc5d42-41e7-4980-a994-78e0526c47cd,Mueller-Meyer,Grocery,0.08274434974025902
883f195a-014d-4f31-8db5-88631d85c425,Williams Ltd,Travel,0.6056307551369001
a48a5d6d-5890-4db3-812d-98d6ab39c8cd,Escobar-Wood,Home/Utilities,0.043474576556655306
acc36199-148f-4ef1-91c8-a6bb41164012,Walker-Diaz,Grocery,0.0684047273317491
5334bdb0-14c5-42e2-8b0b-ff472a6839a2,"Pennington, Robinson and Anderson",Home/Utilities,0.042771731709813306
0fcf4a9b-7380-4ceb-8308-aeb949cd7f41,"Barron, Harper and White",Gas/Transport,0.17877537904560384
28ce6a25-9a14-4301-b3dc-373a0560e329,Johnson LLC,Health/Fitness,0.4574435689883263
cb558c30-0510-4f51-97f6-f16d73ecbc34,"Swanson, Monroe and Boyer",Grocery,0.03506827854149273
48e9c772-f0da-47c4-8191-d77fd5dae1c8,"Jacobs, Garcia and Phillips",Grocery,0.0891248272096906
60c87c82-8304-43a5-b04a-50e3a2de914c,"Kim, Wood and Hernandez",Health/Fitness,0.45453323763697434
c37c269b-c633-4d2b-b7d0-6e3e92d652bd,Ellison-Davis,Food/Dining,0.10028842001021138
9d126be0-7b8a-4947-807c-45f3c578de94,"Hansen, Herrera and Jackson",Home/Utilities,0.010599276290324906
a6266ebb-2f87-4947-b80e-18d5ed4a51b7,"Wilson, Macias and Moore",Gas/Transport,0.13553252808097283
4212bc51-3461-44ee-a02e-6953fc0d3944,Murphy Ltd,Health/Fitness,0.4547241046185849
d1f40fdb-b173-44d2-a261-435bb7b7047f,Hanson LLC,Travel,0.748558800278086
543ba39f-4e81-4de3-ab33-306d9ff61c1d,"Frederick, Gutierrez and Carrillo",Travel,0.6911273073487353
39a5654f-548f-4967-9903-85442600b01e,"Harrington, Reed and Thompson",Home/Utilities,0.034547300041914905
b60931b5-e041-4c36-9487-da124915a241,"Evans, Garcia and Wiley",Grocery,0.04836392844272363
0405de41-3e40-4905-b4f9-ea4e80e8dda9,Haynes Inc,Health/Fitness,0.30699025704196725
a7b9edde-ac27-44d6-b480-c442f6505a03,Sanchez Ltd,Entertainment,0.36288330420273807
e977980a-2ac4-4491-88cb-23c8ab1f9fc9,Edwards and Sons,Food/Dining,0.13054435450355714
93f9c831-53d0-416f-9788-294f6a522386,Nichols-Jackson,Grocery,0.12009533964369828
8513c08a-6661-4b68-9f44-355c03e5059c,Guerrero Inc,Gas/Transport,0.14649260250627724
cad5971d-b184-44e6-b5c3-d40aed0fcb52,"Pierce, Mcdowell and Bell",Gas/Transport,0.157238240420299
065fe8dd-9bec-4089-89fc-37854341bb7f,Diaz-Rivera,Travel,0.5877526127385826
c32c2be6-59d5-4f90-ab30-d3efb419f64a,Wallace-Huffman,Health/Fitness,0.3236358531405599
8c479d3d-9f29-4911-b988-c064129bf663,Hughes-Park,Online/Retail,0.8833180464687531
b0322eb5-e4f5-4ca6-aecf-d69c1a96d07e,"Wells, Delgado and Guerra",Grocery,0.09660490583424645
6390ecf1-6063-4170-bc60-123b8032c59f,"Marshall, Jones and Mcdowell",Food/Dining,0.15327120415655485
dc132e80-7ab7-43f5-8f84-70de4132dc6d,Brown-Curtis,Food/Dining,0.19277443608981076
0672906a-9443-41f5-bc6c-116550b92fe6,Moore-May,Entertainment,0.35097202243813286
29416646-1a82-42ee-98ee-30179dc79c58,"Bowen, Randall and Herrera",Travel,0.5546053903674552
20b1d8a6-dc8e-445c-836c-0402e3fc7ba2,"Hill, Hudson and Taylor",Travel,0.521538656106953
faf9c06c-b298-4f49-8e59-f8bcd68d7a92,Lewis LLC,Travel,0.60550576138172
9dd80185-7616-4b93-9b78-bb1f38ea0cf6,"Tate, Cervantes and Thomas",Travel,0.5252546236172274
dbd865fd-f3f3-4059-8c65-4d49d052d8f7,"Torres, Byrd and Williams",Health/Fitness,0.3860176218594757
1182b503-feca-42da-a7d8-49379badc74b,Rodriguez Inc,Online/Retail,0.5656096894474696
afd9ff11-6018-4dba-be04-6c6e6d127865,Thompson PLC,Home/Utilities,0.05008977611875886
93c91042-753d-4086-b5b9-7fdbce7f7fcb,"Perez, Terry and Wilson",Online/Retail,0.5056529901349307
227a43c4-a84b-4e25-9f2e-ceb4ddcb6667,Davis-Moran,Grocery,0.123217365213177
694868e1-a8f8-40fc-981c-320ab2240145,Johnson Inc,Home/Utilities,0.09716137134700599
ef635486-c8df-4aa8-be48-1fcae2066126,"Bright, Romero and Bender",Food/Dining,0.1410047764264463
f976ae9a-fbdd-4c4a-8fc4-e3ac19a5da72,"Torres, Mercado and Hernandez",Travel,0.5106654182867828
d188a5d3-2936-46ff-88ec-076e65f69f1d,Young-Murphy,Grocery,0.11202469200947635
825aaaa6-066c-45b3-83f9-420b4ef75036,Bender PLC,Health/Fitness,0.21992567270567046
c3d22314-e1fe-4e51-a241-d4fe24c6b794,Collins-Smith,Food/Dining,0.13592227914025057
09dc91df-a1ab-4a22-8df5-74d06b653c83,"Barnes, Collins and Davis",Entertainment,0.3433317440410487
9f68cd3f-ec0d-4acd-b4aa-274693508b53,Bryant and Sons,Gas/Transport,0.11861897178999246
e6fb261a-f1e7-4e8c-97d7-2e7b44acd8e6,Johnson PLC,Grocery,0.09130063100566309
a6ce63a4-f86e-4e24-8e9e-9ac2e2884602,"Thornton, Day and Adams",Entertainment,0.44854286404331
6c5c9950-a982-4f19-a7aa-2f593d03a43e,Mullins Group,Entertainment,0.340912020762189
16cc5d15-77a4-4ab8-8268-496a078decd5,"Dixon, Wallace and Taylor",Grocery,0.010345093753876315
b9eba183-429c-48b4-a882-333960d0283e,King PLC,Health/Fitness,0.20233494463452906
f8288fb1-90a3-46e9-a448-2f7f003ce7c9,Owens and Sons,Grocery,0.02125089244265002
5ba31deb-c273-4bab-b5a6-21f54a7cb08b,Yates LLC,Travel,0.5069785946150944
